"sample_size","density_error","weight_error"
10,2.69525051056488,NA
10,3.54490834213821,NA
10,3.29079032939043,NA
10,2.55892814673441,NA
10,3.21646419868419,NA
10,4.21545893335488,NA
10,2.89191540052582,NA
10,3.17637963162891,NA
10,4.50931270091827,NA
10,3.93482832401788,NA
10,3.43387481162943,NA
10,3.72955996566715,NA
10,3.18760354227184,NA
10,3.41019058308136,NA
10,3.18393054986539,NA
10,3.7354584628008,1.16913167167642
10,3.44090996401361,NA
10,3.62818510335233,NA
10,3.65658079569837,NA
10,2.77707498561444,0.484487902202571
10,4.0741773770473,NA
10,2.76401976906526,NA
10,2.8524822229912,NA
10,3.49193947421192,NA
10,3.3197061337621,NA
10,2.67377590262719,NA
10,2.94672496548318,NA
10,3.5589383225625,NA
10,3.25632588427087,NA
10,3.31504787968698,NA
10,2.75561021808314,NA
10,3.21875147123713,NA
10,3.41794186168598,NA
10,3.92870978041725,NA
10,3.320209239836,NA
10,3.24961653551179,NA
10,2.78420161823001,0.360869490557382
10,3.42609800911782,NA
10,2.98664748015416,NA
10,3.42933609965433,2.49807859353792
10,2.87472207967143,NA
10,3.56671723084524,NA
10,3.05203395738161,NA
10,2.99027105708081,NA
10,3.31504500897012,NA
10,3.45195341811161,NA
10,3.10914720544437,NA
10,4.01742976155472,NA
10,2.43483718170762,NA
10,3.19834528082862,NA
10,3.86258748417258,NA
10,2.81665432785954,NA
10,3.86648158407687,NA
10,2.66987006732232,NA
10,4.21644839548098,NA
10,2.90408493150527,NA
10,3.06916354025972,NA
10,3.74958453847018,NA
10,2.57711939279847,NA
10,2.90630661602043,0.802152372873797
10,2.68183027296317,NA
10,2.611679179821,NA
10,3.29337979955912,NA
10,2.96882832327737,NA
10,3.27204799101465,NA
10,3.38743595268776,NA
10,2.98586082363844,1.31075507199558
10,3.23057325727316,NA
10,3.21101836928482,NA
10,3.14625428969768,NA
10,3.08067316434259,NA
10,3.57539563784166,NA
10,2.96671300465008,NA
10,3.12063895678331,NA
10,3.76504495723484,NA
10,2.8621460668558,NA
10,3.35141401858503,NA
10,3.71060823486668,NA
10,3.44199861486928,NA
10,2.57482874740806,NA
10,2.85580178546919,NA
10,2.84572667238646,NA
10,3.74489362145098,NA
10,3.94773477405166,NA
10,2.71624534978399,0.625409730178492
10,3.69900403482878,NA
10,3.47455889000094,NA
10,3.1229617636768,NA
10,3.64311357203522,NA
10,3.04846889853017,NA
10,3.8594984344506,NA
10,4.55925856273011,NA
10,3.18360582369046,NA
10,3.18160589238566,NA
10,4.19363654112066,NA
10,3.22264529143679,NA
10,3.11528671723618,NA
10,3.42133360828764,NA
10,3.49855103069291,NA
10,2.86277799916381,NA
10,3.17935671960446,NA
10,4.01879381403793,NA
10,2.63588025784112,NA
10,3.42232978599923,NA
10,3.76092273322023,NA
10,3.4355002906428,NA
10,3.211528573204,NA
10,3.86438391341188,NA
10,3.02436990272535,NA
10,2.75089491625828,NA
10,3.32583949837725,2.17001879182458
10,3.18215356471707,NA
10,3.65853460047124,NA
10,3.96806752225844,NA
10,4.22578079877868,NA
10,3.06396123908324,NA
10,3.02515001766236,NA
10,3.24964437027484,NA
10,3.15340192846919,NA
10,2.96998178962622,NA
10,3.21068840776621,NA
10,3.34365593877947,NA
10,3.81336787016232,NA
10,4.50709065477627,NA
10,2.7625183366131,NA
10,3.15658739977793,NA
10,3.65215013160433,NA
10,3.67466343131131,NA
10,3.08481334338107,NA
10,3.13077744069321,NA
10,3.29984078027118,NA
10,3.27652780395741,NA
10,3.01290431559289,NA
10,2.96606243215211,NA
10,3.23606124943907,NA
10,3.37670386196229,NA
10,3.25235528700813,NA
10,2.57269081013398,NA
10,3.2397479208518,NA
10,3.53541364337326,NA
10,3.78262222992745,NA
10,3.70953315381558,NA
10,3.29300904531566,NA
10,3.28333343658819,NA
10,3.17723185754979,NA
10,3.85222098929288,NA
10,3.50541899973391,NA
10,3.65021739182107,NA
10,3.28414378113813,NA
10,4.05506996979936,NA
10,3.37987393560487,NA
10,2.88023022412094,NA
10,3.06250159581988,NA
10,3.09022468802615,NA
10,3.41137371702714,NA
10,2.46229352002636,NA
10,3.86902002849697,NA
10,3.20178224052838,NA
10,3.72956685840596,NA
10,2.98127891871924,NA
10,3.47208315453809,0.767507400240076
10,3.25142946915195,NA
10,2.86567303699364,NA
10,3.76460498289922,NA
10,3.98603291284829,NA
10,3.02843635447664,NA
10,3.17042050129324,NA
10,2.79848226437373,NA
10,3.45253234377278,NA
10,4.18022951981014,NA
10,3.27297287849775,NA
10,3.94502107319665,NA
10,3.40191826380666,NA
10,3.42631736887151,NA
10,3.0175992300057,NA
10,2.13708362804564,1.70162199592177
10,3.43191337114101,NA
10,3.18701395582195,NA
10,3.46013270392571,NA
10,2.94403297682725,NA
10,2.79623266938721,NA
10,3.39504346950616,NA
10,3.71780313070713,NA
10,2.92110132689563,NA
10,3.24708992984305,NA
10,2.99746143382045,NA
10,3.40851635457311,NA
10,3.10650975534023,NA
10,3.43328734945156,NA
10,2.992610978147,NA
10,3.1287752871399,NA
10,3.68752834592849,NA
10,2.95009404823818,NA
10,2.18770558634516,NA
10,3.61071942828819,2.59108304188283
10,2.40736045698335,NA
10,3.84308048341004,NA
10,2.6381749424679,NA
10,3.03779897173289,NA
10,3.11391337225488,NA
20,1.7813631405255,0.26349429916477
20,1.70567627948061,NA
20,1.58178147399412,0.26746143629163
20,1.62264877546383,NA
20,1.7807694044254,0.940938402722645
20,2.00173440221394,NA
20,1.79079549249344,NA
20,1.84363521126211,NA
20,1.71402086788436,NA
20,1.87648766806729,NA
20,1.77533790294003,0.605300675717182
20,1.900939361918,NA
20,2.11409965778023,NA
20,1.72869636497587,NA
20,1.83850288751088,NA
20,1.74987451530194,NA
20,1.84087685259645,0.896463144112437
20,1.96292337468942,NA
20,1.80595980472137,1.98187935515072
20,1.85331865289069,NA
20,1.75088940321841,NA
20,1.78007378012712,4.16200574194812
20,1.89267253822129,NA
20,2.05650955441772,NA
20,1.70216370151449,NA
20,1.92280185725068,4.28461290040686
20,1.43770942366948,NA
20,1.66767319289347,2.21006854485324
20,1.92364231775233,NA
20,1.90856079150126,NA
20,1.73041401920087,NA
20,1.92015196946071,NA
20,1.64882571856108,6.27621625550393
20,1.57115672294624,0.959219760798514
20,1.73739749534924,NA
20,1.79890751709358,NA
20,1.87245400708214,NA
20,1.97737019771907,NA
20,1.91549111528768,NA
20,1.82303250861237,5.06157120689735
20,1.67254424642114,2.07768191589784
20,1.83715196968231,NA
20,1.91181378338439,NA
20,1.74331604576667,NA
20,1.88168911021643,0.248390117320641
20,1.7483238244371,7.46516077310938
20,2.0904208845647,3.91163964435824
20,1.99659060476109,NA
20,2.09388653454313,NA
20,1.83775011768232,NA
20,1.87716009580249,NA
20,1.71363087509119,3.1839189313786
20,2.10383052367706,NA
20,1.70744829449946,NA
20,1.67903611969365,NA
20,1.46947685561101,2.84094730768193
20,1.77153707823267,6.44578162593829
20,1.70121130243438,NA
20,1.89621374690377,NA
20,1.96717248811257,NA
20,1.7521497912538,NA
20,1.4781700986892,2.29572255430307
20,1.90096350377614,NA
20,1.76101923917365,NA
20,1.83218396000548,5.99205403640328
20,2.11968341281163,NA
20,1.83099064992274,NA
20,2.07563104227136,NA
20,1.72179338536866,NA
20,2.05557366919618,NA
20,1.85437825816767,NA
20,1.93355549621713,NA
20,1.85266603301663,NA
20,2.14725446996093,NA
20,2.20084512118277,NA
20,1.98252644885517,0.957458443987608
20,1.79236848698161,0.32404004971364
20,1.84288204661496,NA
20,1.54360030904447,NA
20,1.88429439660687,NA
20,1.89220217172765,NA
20,1.75569891600593,NA
20,1.75345908924948,NA
20,1.88570513132872,NA
20,1.88767494841817,0.857714454638237
20,1.7622729630188,3.19567362679663
20,1.73909839747013,NA
20,1.65538929485092,5.20894034212993
20,1.8577161022176,0.741669171577252
20,1.55134773971245,NA
20,2.54180009717059,NA
20,2.09505098111122,NA
20,1.92541013456558,1.40651064122697
20,1.83594421417772,0.689160341851302
20,1.94314064352281,NA
20,1.88234150252279,NA
20,1.74818817308126,1.93776428701121
20,1.58631260470039,NA
20,1.88129312815011,NA
20,2.01496850911559,1.83368734751662
20,1.84520442584076,NA
20,1.80367565298832,4.13033663582866
20,1.53616248477032,0.290716343819189
20,2.30597279186766,1.31070328736057
20,1.84122023597121,NA
20,1.85105593675654,5.94208164804455
20,1.67160104001512,NA
20,1.94794472913238,NA
20,1.85277180973446,2.99740535513189
20,1.71937011392199,NA
20,2.05119394344642,NA
20,1.8950005874215,NA
20,1.80527373058319,3.63350956671987
20,2.07523216323408,3.09538220378623
20,2.07083026220186,NA
20,2.09537241935113,1.34965653930535
20,2.28482321333579,1.22015014647467
20,1.93464517923815,NA
20,1.90383533193512,NA
20,2.55966617872376,2.74602076068408
20,1.84205618326655,NA
20,1.67943744409816,1.98356668856989
20,1.89529497182925,4.94576007850308
20,1.71944786973783,NA
20,2.1286738907564,NA
20,2.0140331672938,5.4517137815005
20,1.75399258529823,2.43876005860943
20,1.61699398734639,NA
20,1.58780867256504,NA
20,1.87883815228073,2.04919973440777
20,1.76169548187834,NA
20,1.71004284886775,NA
20,1.827046525193,NA
20,1.91911945444444,NA
20,1.74067625372296,NA
20,1.88702018535957,1.94329411690317
20,1.92950827154197,4.40936490259149
20,1.87673525104353,NA
20,2.00494600000873,1.12380587322458
20,1.77944673797024,6.90588589984353
20,1.90508992183681,NA
20,1.88515026940618,NA
20,1.71875100812684,NA
20,2.02304901376174,NA
20,2.27271154435824,NA
20,1.74570434374449,0.786933069074825
20,2.01440168997001,NA
20,1.62617675485248,NA
20,1.72923925961306,3.23503620735281
20,1.86713434415367,NA
20,1.91230748514303,NA
20,1.73275929944096,NA
20,1.61452622881034,NA
20,1.97888052581073,1.98311717871046
20,1.87675422347843,1.05432383119412
20,1.70689002833426,1.9237239805664
20,1.9224010055396,NA
20,1.97418336809884,NA
20,1.68612328680294,NA
20,1.83321468320984,NA
20,1.92757215081691,0.778235474195892
20,1.93639589133049,1.03189635317048
20,1.74458448223747,NA
20,2.02372184470565,NA
20,1.69609347869877,NA
20,1.91536611860405,NA
20,1.84001325465235,NA
20,1.66548443327628,NA
20,1.73872693289129,NA
20,1.74266513886368,NA
20,1.83528543390559,NA
20,1.73030754768672,NA
20,1.7758432734824,NA
20,1.76450296965402,NA
20,1.64132657869212,NA
20,1.98381630002554,NA
20,2.00667876415681,NA
20,1.77663617159634,NA
20,1.69611128960753,NA
20,1.66579943514539,NA
20,1.82667291905361,3.42679164424544
20,1.93312588079368,0.85925203824935
20,1.93016273948607,3.56907053165057
20,1.80312944223834,1.1422986016273
20,1.94788392650552,NA
20,1.95906422442658,NA
20,1.82481511547107,NA
20,1.84106213608656,NA
20,1.79217025823648,NA
20,1.81197347074998,1.38192325389867
20,1.6207580322509,NA
20,1.96770036138496,0.435790462164131
20,2.40235882016301,0.801074176721302
20,1.75572197331345,NA
20,2.06753876739074,NA
20,2.04819463197941,NA
20,1.65221560968064,1.59824811730699
20,1.73195849988945,NA
20,1.7471529000064,NA
20,1.92596105318679,1.89223650340292
50,1.25952909295517,7.40840970476113
50,1.0273368075702,8.54722034832037
50,1.03103736470061,1.03887612810452
50,1.02926160312731,0.384844086167659
50,1.12730707625527,5.67376839676285
50,0.917868618538159,6.77501875555327
50,0.939417613508336,NA
50,0.875148712233642,5.378931514576
50,1.1299342131872,1.59896922066854
50,0.954981265260051,0.750340005127099
50,0.932289226916545,11.0750949598105
50,0.927169420932415,8.00945760591817
50,1.05506338622414,5.69287103283219
50,0.96726445009285,NA
50,1.0747549171997,7.79158251034489
50,1.05118955025032,12.0698102514755
50,0.962559443171402,8.22925624901405
50,1.01188334335063,10.1491401680433
50,1.06806190501829,1.30427633748415
50,1.13056627969563,0.725998316951681
50,1.01612117685009,8.07551220621851
50,1.06650279992428,2.7805873706522
50,0.97748899733115,10.9982859786505
50,1.10817056781673,3.59690078989421
50,0.95185140220368,8.81344590097841
50,1.15604942127382,3.28287286491467
50,1.15303402904941,0.829346067772508
50,0.996886960124581,2.09249141685376
50,1.2252300104186,3.6540142977323
50,0.942093675775335,7.58767037124237
50,1.15671389141549,5.27244523643765
50,1.1491091150279,7.07734549765184
50,0.957985413345341,3.12915479015384
50,1.16572717823365,1.73619927854589
50,0.957606792867394,6.0678721738679
50,1.01770309033763,2.52263680595271
50,1.08514075741981,4.15692279969476
50,1.02296359975165,14.9739667547799
50,1.13287957062074,3.30736998306929
50,1.01027586170935,2.19980217950335
50,1.07643772698187,2.10624227748785
50,1.08923371289707,0.967662078198169
50,1.01409693373839,2.96662277830378
50,0.90424166407598,2.296157692858
50,0.972809329510208,3.01347143485965
50,1.06519937363516,2.69664975228845
50,1.06695205851651,2.40190827064461
50,1.11252980845864,2.98392779748676
50,0.889014473544132,NA
50,0.971000195649038,4.89909180331628
50,1.1400059148291,1.21203349408398
50,1.00542701050927,3.14250116230792
50,1.05221047014915,2.03129253156578
50,1.03605596333626,1.8371451813977
50,1.02848765576321,5.25203252366374
50,0.916724098477198,11.7940795053704
50,1.06563994792682,1.47531722829815
50,1.06894370662672,NA
50,0.932975857451229,7.99751403455694
50,0.917823659077853,10.2276926354915
50,1.03158239127732,8.51167667818912
50,1.01347143644676,6.96663091996769
50,0.981586629100332,2.54342234240931
50,1.09474759285437,4.18686199074924
50,1.04833480377784,4.42576840696593
50,0.952969336573286,6.44736583295074
50,1.05529381605438,2.35167288894978
50,1.12799090086662,6.57657857243742
50,1.0686528666228,2.89635596738787
50,1.08247910639771,0.326375835051207
50,1.07247583389686,10.8163387086743
50,1.00917777278852,8.68595832984706
50,0.980367705077915,14.4693993459366
50,1.14775701763378,5.25813594429302
50,0.910327912322702,11.4134965625422
50,0.812084692384407,10.1901213169227
50,1.04529237115188,10.062431995335
50,1.00185731090547,5.91412756960819
50,1.04276160845364,0.690028556588118
50,0.941223195149917,11.796303055419
50,0.953045986744342,2.49616260871355
50,1.02887429774164,10.8190066568951
50,0.942277592154374,2.24386857830924
50,0.922398892504802,11.2278297725247
50,1.10968661730698,1.05746638487069
50,0.984336052099115,9.20790876404746
50,0.986969574391677,1.7628404932466
50,0.98262406860315,4.1706074397295
50,1.08768287993959,NA
50,1.0000286130271,3.74752901189593
50,1.0397758728257,10.1127737772945
50,1.01570355209939,1.41795205590866
50,0.928643384322245,8.6634448104086
50,0.912270609681133,3.83064759625199
50,1.00257508451211,10.5834844902309
50,0.984418032401904,6.88202446430109
50,0.922063572754691,1.63864431193434
50,1.10240298713596,6.44082078130995
50,1.09049086709698,2.79529667597759
50,0.991903787188851,4.40541934190083
50,1.07256722625294,0.886533315162568
50,1.07174426615166,NA
50,0.916811395285602,9.41819004295519
50,0.963533335637155,13.4550456831976
50,0.995252897327356,0.705868027345219
50,1.03803512000884,7.40143440451941
50,1.03736070379416,10.5264020341777
50,1.02863942077437,10.7340576960921
50,1.10540509900701,0.912665350574678
50,1.10580916864682,11.1626040689662
50,1.07157871805738,7.52696516564533
50,1.09002377065324,2.95671136329907
50,0.957843191810215,24.7137515539443
50,1.15697231324487,0.258712308303566
50,1.1421040216363,0.269905786602749
50,1.02257643833212,2.15737478958581
50,1.01919671057536,6.40590866397374
50,1.14305956177954,4.36531158349241
50,1.11208074444556,2.92567863484217
50,1.05086129565528,3.30945438466602
50,0.93974178748543,1.34996606673644
50,1.14140001089708,2.55174340422793
